order_id,order_date,order_time,order_hour,feature_active,period,zone,delivery_distance_km,distance_bucket,peak_flag,delivery_time_min,promised_eta_min,order_status,customer_rating,rider_id,delay_min,on_time_flag,sla_breach,cancelled_flag,customer_rating_filled
5852,2024-02-21,2024-02-21 11:23:00,11,No,After,Low,2.05,Short (0-3 km),Non-Peak,23.7,15.9,Delivered,2.6,R030,7.799999999999999,0,0,0,2.6
5853,2024-02-29,2024-02-29 12:42:00,12,No,After,High,3.74,Medium (3-7 km),Peak,35.9,18.7,Delivered,3.6,R199,17.2,0,1,0,3.6
5854,2024-01-21,2024-01-21 12:49:00,12,Yes,Before,Low,3.07,Medium (3-7 km),Peak,24.6,17.5,Delivered,4.3,R043,7.100000000000001,0,0,0,4.3
5855,2024-02-19,2024-02-19 17:37:00,17,No,After,High,2.9,Short (0-3 km),Non-Peak,21.4,18.6,Delivered,4.2,R112,2.799999999999997,0,0,0,4.2
5856,2024-01-19,2024-01-19 11:44:00,11,Yes,Before,Low,3.48,Medium (3-7 km),Non-Peak,26.0,18.2,Delivered,3.8,R126,7.800000000000001,0,0,0,3.8
5857,2024-02-05,2024-02-05 23:38:00,23,No,After,Medium,6.66,Medium (3-7 km),Non-Peak,36.7,27.6,Delivered,2.9,R008,9.100000000000001,0,0,0,2.9
5858,2024-01-09,2024-01-09 21:01:00,21,Yes,Before,Low,3.61,Medium (3-7 km),Peak,33.7,19.3,Cancelled,,R077,14.400000000000002,0,1,1,0.0
5859,2024-01-07,2024-01-07 17:58:00,17,Yes,Before,Low,1.7,Short (0-3 km),Non-Peak,22.0,15.2,Delivered,4.2,R063,6.800000000000001,0,0,0,4.2
5860,2024-01-20,2024-01-20 10:21:00,10,Yes,Before,Low,6.81,Medium (3-7 km),Non-Peak,34.2,25.2,Delivered,3.9,R196,9.000000000000004,0,0,0,3.9
5861,2024-02-02,2024-02-02 18:06:00,18,No,After,Low,3.21,Medium (3-7 km),Non-Peak,31.5,18.2,Delivered,3.7,R121,13.3,0,1,0,3.7
5862,2024-02-05,2024-02-05 14:29:00,14,No,After,High,7.72,Long (7+ km),Peak,44.7,28.9,Delivered,4.0,R033,15.800000000000004,0,1,0,4.0
5863,2024-02-05,2024-02-05 09:05:00,9,No,After,Medium,5.73,Medium (3-7 km),Non-Peak,27.4,25.4,Delivered,4.5,R157,2.0,0,0,0,4.5
5864,2024-01-15,2024-01-15 08:14:00,8,Yes,Before,Medium,2.03,Short (0-3 km),Non-Peak,17.3,15.8,Delivered,3.3,R144,1.5,0,0,0,3.3
5865,2024-02-11,2024-02-11 18:01:00,18,No,After,Medium,10.28,Long (7+ km),Non-Peak,45.7,33.2,Delivered,3.6,R143,12.5,0,1,0,3.6
5866,2024-02-07,2024-02-07 18:42:00,18,No,After,High,5.86,Medium (3-7 km),Non-Peak,31.4,23.1,Delivered,3.6,R170,8.299999999999997,0,0,0,3.6
5867,2024-02-09,2024-02-09 18:45:00,18,No,After,High,3.67,Medium (3-7 km),Non-Peak,33.6,20.7,Delivered,3.0,R062,12.900000000000002,0,1,0,3.0
5868,2024-02-22,2024-02-22 18:38:00,18,No,After,Medium,5.13,Medium (3-7 km),Non-Peak,34.1,21.3,Delivered,4.0,R085,12.8,0,1,0,4.0
5869,2024-02-05,2024-02-05 13:22:00,13,No,After,Low,2.25,Short (0-3 km),Peak,49.2,15.7,Delivered,3.0,R152,33.5,0,1,0,3.0
5870,2024-02-06,2024-02-06 13:49:00,13,No,After,High,2.03,Short (0-3 km),Peak,25.8,15.1,Delivered,3.6,R048,10.700000000000001,0,1,0,3.6
5871,2024-02-06,2024-02-06 20:00:00,20,No,After,Low,4.17,Medium (3-7 km),Peak,39.1,20.6,Delivered,4.4,R111,18.5,0,1,0,4.4
5872,2024-02-06,2024-02-06 17:44:00,17,No,After,High,5.73,Medium (3-7 km),Non-Peak,32.3,23.3,Delivered,4.6,R134,8.999999999999996,0,0,0,4.6
5873,2024-02-08,2024-02-08 19:27:00,19,No,After,High,9.53,Long (7+ km),Peak,53.6,32.9,Cancelled,,R013,20.700000000000003,0,1,1,0.0
5874,2024-01-25,2024-01-25 13:29:00,13,Yes,Before,High,2.83,Short (0-3 km),Peak,20.0,16.5,Delivered,3.9,R070,3.5,0,0,0,3.9
5875,2024-01-24,2024-01-24 14:02:00,14,Yes,Before,High,5.57,Medium (3-7 km),Peak,29.1,24.1,Delivered,3.9,R114,5.0,0,0,0,3.9
5876,2024-01-27,2024-01-27 10:14:00,10,Yes,Before,High,15.17,Long (7+ km),Non-Peak,51.9,46.3,Delivered,3.8,R077,5.600000000000001,0,0,0,3.8
5877,2024-02-07,2024-02-07 20:03:00,20,No,After,High,3.21,Medium (3-7 km),Peak,30.6,18.2,Delivered,3.8,R006,12.400000000000002,0,1,0,3.8
5878,2024-02-02,2024-02-02 13:30:00,13,No,After,Medium,3.45,Medium (3-7 km),Peak,35.4,17.6,Delivered,3.5,R042,17.799999999999997,0,1,0,3.5
5879,2024-02-10,2024-02-10 17:25:00,17,No,After,High,11.07,Long (7+ km),Non-Peak,44.1,35.9,Delivered,4.2,R199,8.200000000000003,0,0,0,4.2
5880,2024-02-23,2024-02-23 15:58:00,15,No,After,High,1.81,Short (0-3 km),Non-Peak,20.3,14.8,Delivered,4.4,R003,5.5,0,0,0,4.4
5881,2024-02-04,2024-02-04 13:11:00,13,No,After,High,7.82,Long (7+ km),Peak,51.9,29.3,Cancelled,,R065,22.599999999999998,0,1,1,0.0
5882,2024-01-12,2024-01-12 12:32:00,12,Yes,Before,High,4.92,Medium (3-7 km),Peak,28.7,23.4,Delivered,3.8,R021,5.300000000000001,0,0,0,3.8
5884,2024-02-25,2024-02-25 14:06:00,14,No,After,High,7.13,Long (7+ km),Peak,46.5,27.5,Delivered,2.8,R118,19.0,0,1,0,2.8
5885,2024-01-19,2024-01-19 19:37:00,19,Yes,Before,Low,7.39,Long (7+ km),Peak,39.2,29.0,Delivered,4.9,R128,10.200000000000003,0,1,0,4.9
5886,2024-02-06,2024-02-06 19:00:00,19,No,After,High,5.22,Medium (3-7 km),Peak,32.7,24.2,Delivered,3.1,R116,8.500000000000004,0,0,0,3.1
5887,2024-01-04,2024-01-04 12:48:00,12,Yes,Before,High,7.32,Long (7+ km),Peak,34.2,27.5,Delivered,3.7,R159,6.700000000000003,0,0,0,3.7
5888,2024-02-20,2024-02-20 13:38:00,13,No,After,High,8.06,Long (7+ km),Peak,48.3,28.0,Delivered,4.0,R057,20.299999999999997,0,1,0,4.0
5889,2024-02-24,2024-02-24 10:40:00,10,No,After,Medium,9.59,Long (7+ km),Non-Peak,40.8,33.7,Delivered,3.7,R135,7.099999999999994,0,0,0,3.7
5890,2024-01-25,2024-01-25 12:17:00,12,Yes,Before,High,6.26,Medium (3-7 km),Peak,29.9,24.5,Delivered,4.2,R155,5.399999999999999,0,0,0,4.2
5891,2024-01-28,2024-01-28 14:57:00,14,Yes,Before,Low,2.0,Short (0-3 km),Peak,23.3,17.1,Delivered,5.0,R024,6.199999999999999,0,0,0,5.0
5892,2024-01-29,2024-01-29 11:31:00,11,Yes,Before,High,10.4,Long (7+ km),Non-Peak,37.5,33.6,Delivered,5.0,R036,3.8999999999999986,0,0,0,5.0
5894,2024-01-12,2024-01-12 21:22:00,21,Yes,Before,Medium,3.53,Medium (3-7 km),Peak,30.4,20.2,Delivered,4.5,R104,10.2,0,1,0,4.5
5895,2024-01-25,2024-01-25 17:30:00,17,Yes,Before,Low,4.24,Medium (3-7 km),Non-Peak,24.6,19.7,Delivered,4.6,R102,4.900000000000002,0,0,0,4.6
5896,2024-01-15,2024-01-15 23:52:00,23,Yes,Before,High,10.07,Long (7+ km),Non-Peak,38.8,35.1,Delivered,4.4,R056,3.6999999999999957,0,0,0,4.4
5897,2024-01-08,2024-01-08 19:37:00,19,Yes,Before,High,1.43,Short (0-3 km),Peak,21.3,15.5,Delivered,3.6,R137,5.800000000000001,0,0,0,3.6
5898,2024-02-19,2024-02-19 21:22:00,21,No,After,High,1.35,Short (0-3 km),Peak,26.5,14.0,Delivered,3.8,R108,12.5,0,1,0,3.8
5899,2024-01-07,2024-01-07 17:03:00,17,Yes,Before,High,5.16,Medium (3-7 km),Non-Peak,25.1,22.2,Delivered,4.9,R063,2.900000000000002,0,0,0,4.9
5900,2024-01-14,2024-01-14 13:14:00,13,Yes,Before,High,10.81,Long (7+ km),Peak,40.4,34.6,Delivered,4.6,R155,5.799999999999997,0,0,0,4.6
5902,2024-01-22,2024-01-22 14:24:00,14,Yes,Before,High,3.77,Medium (3-7 km),Peak,24.5,19.1,Delivered,3.8,R097,5.399999999999999,0,0,0,3.8
5903,2024-02-15,2024-02-15 18:17:00,18,No,After,Medium,2.47,Short (0-3 km),Non-Peak,28.9,16.2,Cancelled,,R190,12.7,0,1,1,0.0
5904,2024-01-24,2024-01-24 13:38:00,13,Yes,Before,High,8.95,Long (7+ km),Peak,39.1,32.0,Delivered,4.2,R149,7.100000000000001,0,0,0,4.2
5905,2024-02-09,2024-02-09 19:09:00,19,No,After,High,4.43,Medium (3-7 km),Peak,23.6,20.2,Delivered,4.3,R200,3.400000000000002,0,0,0,4.3
5906,2024-01-23,2024-01-23 18:13:00,18,Yes,Before,High,3.09,Medium (3-7 km),Non-Peak,17.7,19.0,Delivered,3.8,R099,-1.3000000000000007,1,0,0,3.8
5907,2024-02-11,2024-02-11 17:29:00,17,No,After,Low,6.19,Medium (3-7 km),Non-Peak,32.0,24.9,Delivered,3.8,R020,7.100000000000001,0,0,0,3.8
5908,2024-01-19,2024-01-19 13:18:00,13,Yes,Before,High,11.34,Long (7+ km),Peak,49.2,35.2,Delivered,4.7,R063,14.0,0,1,0,4.7
5909,2024-01-29,2024-01-29 08:47:00,8,Yes,Before,High,3.14,Medium (3-7 km),Non-Peak,20.4,18.0,Delivered,4.3,R194,2.3999999999999986,0,0,0,4.3
5910,2024-01-23,2024-01-23 12:39:00,12,Yes,Before,Medium,3.66,Medium (3-7 km),Peak,25.8,20.0,Delivered,4.0,R021,5.800000000000001,0,0,0,4.0
5911,2024-02-12,2024-02-12 15:31:00,15,No,After,High,4.46,Medium (3-7 km),Non-Peak,25.8,22.1,Delivered,3.5,R110,3.6999999999999993,0,0,0,3.5
5912,2024-01-22,2024-01-22 10:11:00,10,Yes,Before,Medium,1.71,Short (0-3 km),Non-Peak,16.9,15.8,Delivered,4.2,R195,1.0999999999999979,0,0,0,4.2
5913,2024-01-27,2024-01-27 10:01:00,10,Yes,Before,Medium,9.02,Long (7+ km),Non-Peak,37.3,32.2,Delivered,4.9,R023,5.099999999999994,0,0,0,4.9
5914,2024-02-22,2024-02-22 18:20:00,18,No,After,High,2.53,Short (0-3 km),Non-Peak,21.5,17.9,Delivered,3.2,R170,3.6000000000000014,0,0,0,3.2
5915,2024-01-05,2024-01-05 19:39:00,19,Yes,Before,High,6.71,Medium (3-7 km),Peak,33.9,26.2,Delivered,4.2,R018,7.699999999999999,0,0,0,4.2
5916,2024-02-13,2024-02-13 11:30:00,11,No,After,Medium,4.13,Medium (3-7 km),Non-Peak,29.9,21.2,Delivered,3.7,R114,8.7,0,0,0,3.7
5917,2024-01-02,2024-01-02 14:52:00,14,Yes,Before,High,10.46,Long (7+ km),Peak,46.3,33.3,Delivered,4.5,R086,13.0,0,1,0,4.5
5918,2024-01-16,2024-01-16 11:12:00,11,Yes,Before,Medium,3.37,Medium (3-7 km),Non-Peak,19.0,19.5,Delivered,4.3,R092,-0.5,1,0,0,4.3
5919,2024-02-07,2024-02-07 11:55:00,11,No,After,High,3.75,Medium (3-7 km),Non-Peak,25.4,20.7,Delivered,2.9,R133,4.699999999999999,0,0,0,2.9
5920,2024-02-16,2024-02-16 13:32:00,13,No,After,High,2.43,Short (0-3 km),Peak,38.2,16.2,Delivered,3.4,R128,22.000000000000004,0,1,0,3.4
5921,2024-01-06,2024-01-06 10:54:00,10,Yes,Before,High,3.84,Medium (3-7 km),Non-Peak,20.0,21.4,Delivered,4.1,R006,-1.3999999999999986,1,0,0,4.1
5922,2024-01-03,2024-01-03 09:47:00,9,Yes,Before,High,3.3,Medium (3-7 km),Non-Peak,19.9,18.6,Delivered,3.3,R198,1.2999999999999972,0,0,0,3.3
5923,2024-02-28,2024-02-28 12:48:00,12,No,After,Medium,9.16,Long (7+ km),Peak,46.2,32.6,Delivered,3.0,R039,13.600000000000001,0,1,0,3.0
5924,2024-02-25,2024-02-25 12:44:00,12,No,After,High,2.76,Short (0-3 km),Peak,31.2,19.0,Delivered,3.6,R112,12.2,0,1,0,3.6
5925,2024-01-23,2024-01-23 17:40:00,17,Yes,Before,Medium,3.15,Medium (3-7 km),Non-Peak,23.1,18.6,Delivered,4.2,R157,4.5,0,0,0,4.2
5926,2024-01-14,2024-01-14 11:30:00,11,Yes,Before,Medium,4.13,Medium (3-7 km),Non-Peak,23.4,21.2,Delivered,4.9,R067,2.1999999999999993,0,0,0,4.9
5927,2024-01-07,2024-01-07 15:35:00,15,Yes,Before,High,5.97,Medium (3-7 km),Non-Peak,23.4,23.5,Delivered,4.5,R106,-0.10000000000000142,1,0,0,4.5
5928,2024-01-22,2024-01-22 16:56:00,16,Yes,Before,Low,5.82,Medium (3-7 km),Non-Peak,29.4,23.5,Delivered,4.5,R135,5.899999999999999,0,0,0,4.5
5929,2024-01-09,2024-01-09 09:06:00,9,Yes,Before,Medium,3.94,Medium (3-7 km),Non-Peak,22.2,21.5,Delivered,4.7,R008,0.6999999999999993,0,0,0,4.7
5930,2024-02-22,2024-02-22 14:22:00,14,No,After,High,3.3,Medium (3-7 km),Peak,31.9,19.0,Delivered,4.2,R075,12.899999999999999,0,1,0,4.2
5931,2024-01-12,2024-01-12 14:55:00,14,Yes,Before,Medium,1.82,Short (0-3 km),Peak,26.9,16.1,Delivered,4.7,R095,10.799999999999997,0,1,0,4.7
5932,2024-01-05,2024-01-05 19:31:00,19,Yes,Before,High,5.17,Medium (3-7 km),Peak,27.4,23.3,Delivered,4.3,R089,4.099999999999998,0,0,0,4.3
5933,2024-01-15,2024-01-15 22:58:00,22,Yes,Before,High,12.34,Long (7+ km),Peak,45.4,37.6,Delivered,3.5,R094,7.799999999999997,0,0,0,3.5
5934,2024-02-13,2024-02-13 14:59:00,14,No,After,Medium,6.58,Medium (3-7 km),Peak,33.0,24.6,Delivered,3.4,R106,8.399999999999999,0,0,0,3.4
5935,2024-01-17,2024-01-17 16:32:00,16,Yes,Before,High,2.33,Short (0-3 km),Non-Peak,17.0,16.1,Delivered,3.9,R043,0.8999999999999986,0,0,0,3.9
5936,2024-01-18,2024-01-18 19:36:00,19,Yes,Before,High,3.34,Medium (3-7 km),Peak,23.3,19.3,Delivered,4.8,R031,4.0,0,0,0,4.8
5937,2024-01-02,2024-01-02 13:40:00,13,Yes,Before,High,3.75,Medium (3-7 km),Peak,24.1,19.9,Cancelled,,R106,4.200000000000003,0,0,1,0.0
5938,2024-02-07,2024-02-07 11:36:00,11,No,After,High,5.12,Medium (3-7 km),Non-Peak,31.9,21.7,Delivered,3.5,R086,10.2,0,1,0,3.5
5939,2024-02-24,2024-02-24 11:52:00,11,No,After,Medium,6.43,Medium (3-7 km),Non-Peak,39.5,26.6,Delivered,3.3,R197,12.899999999999999,0,1,0,3.3
5940,2024-01-09,2024-01-09 18:56:00,18,Yes,Before,High,3.24,Medium (3-7 km),Non-Peak,20.7,17.3,Delivered,3.6,R153,3.3999999999999986,0,0,0,3.6
5941,2024-01-15,2024-01-15 18:44:00,18,Yes,Before,High,1.97,Short (0-3 km),Non-Peak,17.6,17.1,Delivered,3.6,R200,0.5,0,0,0,3.6
5942,2024-01-14,2024-01-14 12:56:00,12,Yes,Before,High,10.04,Long (7+ km),Peak,39.3,33.2,Delivered,5.0,R034,6.099999999999994,0,0,0,5.0
5943,2024-02-06,2024-02-06 11:27:00,11,No,After,Low,2.63,Short (0-3 km),Non-Peak,28.8,17.2,Delivered,3.5,R002,11.600000000000001,0,1,0,3.5
5944,2024-01-12,2024-01-12 11:12:00,11,Yes,Before,High,3.54,Medium (3-7 km),Non-Peak,17.9,19.5,Delivered,3.7,R141,-1.6000000000000014,1,0,0,3.7
5945,2024-02-24,2024-02-24 18:54:00,18,No,After,Medium,3.06,Medium (3-7 km),Non-Peak,25.0,18.6,Delivered,2.1,R002,6.399999999999999,0,0,0,2.1
5947,2024-01-24,2024-01-24 11:33:00,11,Yes,Before,High,2.05,Short (0-3 km),Non-Peak,16.1,14.9,Delivered,4.7,R118,1.200000000000001,0,0,0,4.7
5948,2024-01-02,2024-01-02 12:41:00,12,Yes,Before,Medium,2.57,Short (0-3 km),Peak,27.1,17.9,Delivered,4.0,R075,9.200000000000003,0,0,0,4.0
5949,2024-01-29,2024-01-29 16:53:00,16,Yes,Before,Low,7.45,Long (7+ km),Non-Peak,34.4,27.1,Delivered,3.4,R037,7.299999999999997,0,0,0,3.4
5950,2024-02-19,2024-02-19 12:28:00,12,No,After,Medium,4.11,Medium (3-7 km),Peak,42.3,19.8,Delivered,3.1,R178,22.499999999999996,0,1,0,3.1
5951,2024-01-04,2024-01-04 21:44:00,21,Yes,Before,Medium,4.14,Medium (3-7 km),Peak,26.6,21.5,Delivered,5.0,R184,5.100000000000001,0,0,0,5.0
5952,2024-02-29,2024-02-29 14:25:00,14,No,After,Medium,4.86,Medium (3-7 km),Peak,42.3,23.3,Delivered,3.1,R102,18.999999999999996,0,1,0,3.1
5953,2024-01-13,2024-01-13 14:14:00,14,Yes,Before,Medium,6.13,Medium (3-7 km),Peak,31.1,25.6,Delivered,3.5,R134,5.5,0,0,0,3.5
5954,2024-01-28,2024-01-28 12:07:00,12,Yes,Before,High,3.88,Medium (3-7 km),Peak,25.4,20.6,Delivered,3.7,R039,4.799999999999997,0,0,0,3.7
5955,2024-01-02,2024-01-02 19:53:00,19,Yes,Before,High,5.2,Medium (3-7 km),Peak,28.5,23.1,Delivered,4.5,R174,5.399999999999999,0,0,0,4.5
5956,2024-02-03,2024-02-03 13:58:00,13,No,After,High,4.36,Medium (3-7 km),Peak,40.7,21.8,Delivered,2.9,R065,18.900000000000002,0,1,0,2.9
5957,2024-02-19,2024-02-19 22:34:00,22,No,After,High,5.14,Medium (3-7 km),Peak,45.7,24.0,Delivered,3.9,R055,21.700000000000003,0,1,0,3.9
5958,2024-01-28,2024-01-28 19:43:00,19,Yes,Before,Medium,4.8,Medium (3-7 km),Peak,30.4,22.9,Cancelled,,R131,7.5,0,0,1,0.0
5959,2024-01-11,2024-01-11 21:44:00,21,Yes,Before,Medium,3.71,Medium (3-7 km),Peak,21.3,19.3,Delivered,4.0,R186,2.0,0,0,0,4.0
5960,2024-02-17,2024-02-17 17:44:00,17,No,After,High,7.74,Long (7+ km),Non-Peak,33.2,27.2,Cancelled,,R086,6.0000000000000036,0,0,1,0.0
5961,2024-02-10,2024-02-10 18:38:00,18,No,After,Low,12.77,Long (7+ km),Non-Peak,57.4,39.0,Delivered,3.7,R154,18.4,0,1,0,3.7
5962,2024-01-09,2024-01-09 08:23:00,8,Yes,Before,Low,4.53,Medium (3-7 km),Non-Peak,26.5,22.4,Delivered,5.0,R184,4.100000000000001,0,0,0,5.0
5963,2024-02-23,2024-02-23 10:55:00,10,No,After,High,8.37,Long (7+ km),Non-Peak,38.9,29.5,Delivered,4.1,R095,9.399999999999999,0,0,0,4.1
5964,2024-02-18,2024-02-18 20:58:00,20,No,After,Medium,8.34,Long (7+ km),Peak,47.6,29.4,Delivered,3.3,R013,18.200000000000003,0,1,0,3.3
5965,2024-02-22,2024-02-22 17:56:00,17,No,After,Low,5.21,Medium (3-7 km),Non-Peak,37.2,23.0,Cancelled,,R085,14.200000000000003,0,1,1,0.0
5966,2024-01-19,2024-01-19 14:30:00,14,Yes,Before,High,5.16,Medium (3-7 km),Peak,32.0,22.3,Delivered,3.8,R184,9.7,0,0,0,3.8
5967,2024-02-14,2024-02-14 20:41:00,20,No,After,High,2.49,Short (0-3 km),Peak,29.0,16.9,Delivered,3.8,R056,12.100000000000001,0,1,0,3.8
5968,2024-02-03,2024-02-03 18:36:00,18,No,After,Medium,2.56,Short (0-3 km),Non-Peak,18.8,16.7,Delivered,3.7,R010,2.1000000000000014,0,0,0,3.7
5969,2024-01-19,2024-01-19 12:04:00,12,Yes,Before,High,6.23,Medium (3-7 km),Peak,29.6,25.7,Delivered,4.0,R062,3.900000000000002,0,0,0,4.0
5970,2024-01-05,2024-01-05 13:24:00,13,Yes,Before,Low,3.11,Medium (3-7 km),Peak,26.6,18.8,Delivered,4.4,R176,7.800000000000001,0,0,0,4.4
5971,2024-01-14,2024-01-14 19:12:00,19,Yes,Before,Medium,7.05,Long (7+ km),Peak,33.5,26.7,Delivered,3.4,R071,6.800000000000001,0,0,0,3.4
5972,2024-02-02,2024-02-02 17:30:00,17,No,After,High,2.56,Short (0-3 km),Non-Peak,23.9,16.6,Delivered,3.0,R130,7.299999999999997,0,0,0,3.0
5973,2024-01-04,2024-01-04 12:39:00,12,Yes,Before,Medium,2.58,Short (0-3 km),Peak,20.0,16.3,Delivered,5.0,R104,3.6999999999999993,0,0,0,5.0
5974,2024-02-03,2024-02-03 21:24:00,21,No,After,High,2.38,Short (0-3 km),Peak,31.2,17.3,Delivered,3.8,R116,13.899999999999999,0,1,0,3.8
5976,2024-02-26,2024-02-26 15:58:00,15,No,After,Medium,4.83,Medium (3-7 km),Non-Peak,28.7,23.1,Delivered,3.4,R156,5.599999999999998,0,0,0,3.4
5977,2024-02-03,2024-02-03 18:41:00,18,No,After,Medium,11.62,Long (7+ km),Non-Peak,48.1,36.1,Delivered,3.6,R027,12.0,0,1,0,3.6
5978,2024-01-28,2024-01-28 10:23:00,10,Yes,Before,Medium,5.81,Medium (3-7 km),Non-Peak,26.2,24.9,Delivered,5.0,R133,1.3000000000000007,0,0,0,5.0
5979,2024-01-28,2024-01-28 11:36:00,11,Yes,Before,Medium,5.31,Medium (3-7 km),Non-Peak,26.9,24.2,Delivered,4.9,R099,2.6999999999999993,0,0,0,4.9
5980,2024-01-29,2024-01-29 13:47:00,13,Yes,Before,Medium,4.49,Medium (3-7 km),Peak,31.9,22.2,Delivered,5.0,R051,9.7,0,0,0,5.0
5981,2024-01-11,2024-01-11 14:30:00,14,Yes,Before,Low,6.88,Medium (3-7 km),Peak,40.2,25.3,Delivered,4.8,R008,14.900000000000002,0,1,0,4.8
5982,2024-01-22,2024-01-22 22:34:00,22,Yes,Before,High,8.58,Long (7+ km),Peak,38.0,31.1,Delivered,4.4,R092,6.899999999999999,0,0,0,4.4
5983,2024-02-11,2024-02-11 16:37:00,16,No,After,High,4.1,Medium (3-7 km),Non-Peak,30.7,21.2,Delivered,3.5,R181,9.5,0,0,0,3.5
5984,2024-01-10,2024-01-10 16:15:00,16,Yes,Before,High,9.48,Long (7+ km),Non-Peak,35.2,33.6,Delivered,4.4,R064,1.6000000000000014,0,0,0,4.4
5985,2024-02-07,2024-02-07 17:49:00,17,No,After,Medium,8.61,Long (7+ km),Non-Peak,40.4,30.7,Delivered,2.7,R041,9.7,0,0,0,2.7
5986,2024-01-25,2024-01-25 14:09:00,14,Yes,Before,High,4.93,Medium (3-7 km),Peak,28.9,22.2,Delivered,5.0,R180,6.699999999999999,0,0,0,5.0
5987,2024-01-31,2024-01-31 13:02:00,13,No,After,High,7.68,Long (7+ km),Peak,51.3,28.5,Delivered,3.4,R069,22.799999999999997,0,1,0,3.4
5988,2024-02-29,2024-02-29 14:35:00,14,No,After,High,2.95,Short (0-3 km),Peak,34.6,16.8,Delivered,3.5,R002,17.8,0,1,0,3.5
5989,2024-02-22,2024-02-22 20:12:00,20,No,After,High,2.92,Short (0-3 km),Peak,37.2,17.0,Delivered,2.5,R088,20.200000000000003,0,1,0,2.5
5990,2024-01-14,2024-01-14 11:52:00,11,Yes,Before,High,4.69,Medium (3-7 km),Non-Peak,22.8,21.3,Delivered,3.4,R099,1.5,0,0,0,3.4
5991,2024-01-28,2024-01-28 17:51:00,17,Yes,Before,Medium,7.69,Long (7+ km),Non-Peak,31.1,29.7,Delivered,5.0,R018,1.4000000000000021,0,0,0,5.0
5992,2024-02-10,2024-02-10 13:47:00,13,No,After,Medium,3.0,Short (0-3 km),Peak,38.4,17.7,Cancelled,,R033,20.7,0,1,1,0.0
5993,2024-02-25,2024-02-25 16:19:00,16,No,After,High,6.31,Medium (3-7 km),Non-Peak,34.8,24.5,Delivered,2.8,R002,10.299999999999997,0,1,0,2.8
5994,2024-02-21,2024-02-21 16:52:00,16,No,After,High,6.56,Medium (3-7 km),Non-Peak,34.6,25.4,Delivered,4.3,R138,9.200000000000003,0,0,0,4.3
5995,2024-02-28,2024-02-28 16:30:00,16,No,After,High,7.82,Long (7+ km),Non-Peak,35.8,28.3,Delivered,4.3,R003,7.4999999999999964,0,0,0,4.3
5996,2024-02-10,2024-02-10 15:53:00,15,No,After,High,3.71,Medium (3-7 km),Non-Peak,30.3,20.7,Delivered,4.7,R043,9.600000000000001,0,0,0,4.7
5997,2024-01-31,2024-01-31 19:30:00,19,No,After,High,5.49,Medium (3-7 km),Peak,38.9,22.6,Delivered,3.5,R194,16.299999999999997,0,1,0,3.5
5998,2024-01-08,2024-01-08 11:48:00,11,Yes,Before,Medium,4.45,Medium (3-7 km),Non-Peak,24.2,20.4,Delivered,4.7,R033,3.8000000000000007,0,0,0,4.7
5999,2024-02-14,2024-02-14 18:41:00,18,No,After,Medium,3.6,Medium (3-7 km),Non-Peak,33.0,19.2,Delivered,3.2,R001,13.8,0,1,0,3.2
6000,2024-02-19,2024-02-19 17:00:00,17,No,After,High,11.33,Long (7+ km),Non-Peak,49.0,36.0,Cancelled,,R019,13.0,0,1,1,0.0
6001,2024-01-04,2024-01-04 19:45:00,19,Yes,Before,Low,2.01,Short (0-3 km),Peak,22.9,15.6,Delivered,4.1,R076,7.299999999999999,0,0,0,4.1
6002,2024-02-13,2024-02-13 13:13:00,13,No,After,Low,2.35,Short (0-3 km),Peak,37.1,17.3,Delivered,3.2,R090,19.8,0,1,0,3.2
6004,2024-01-07,2024-01-07 18:53:00,18,Yes,Before,Low,4.13,Medium (3-7 km),Non-Peak,23.8,20.0,Delivered,3.8,R110,3.8000000000000007,0,0,0,3.8
6005,2024-02-29,2024-02-29 11:37:00,11,No,After,Medium,3.57,Medium (3-7 km),Non-Peak,24.6,19.5,Delivered,4.0,R097,5.100000000000001,0,0,0,4.0
6006,2024-01-24,2024-01-24 18:27:00,18,Yes,Before,High,2.38,Short (0-3 km),Non-Peak,17.2,16.2,Delivered,4.2,R198,1.0,0,0,0,4.2
6007,2024-01-30,2024-01-30 14:02:00,14,Yes,Before,Medium,3.36,Medium (3-7 km),Peak,23.5,19.7,Delivered,4.3,R097,3.8000000000000007,0,0,0,4.3
6008,2024-02-03,2024-02-03 20:12:00,20,No,After,High,4.81,Medium (3-7 km),Peak,35.3,23.0,Delivered,4.3,R005,12.299999999999997,0,1,0,4.3
6009,2024-02-09,2024-02-09 18:09:00,18,No,After,High,4.73,Medium (3-7 km),Non-Peak,28.5,23.2,Delivered,3.4,R073,5.300000000000001,0,0,0,3.4
6010,2024-01-09,2024-01-09 23:24:00,23,Yes,Before,Medium,10.59,Long (7+ km),Non-Peak,40.3,35.5,Delivered,4.6,R200,4.799999999999997,0,0,0,4.6
6011,2024-01-30,2024-01-30 17:44:00,17,Yes,Before,High,7.4,Long (7+ km),Non-Peak,32.2,26.3,Delivered,4.9,R149,5.900000000000002,0,0,0,4.9
6012,2024-01-05,2024-01-05 18:15:00,18,Yes,Before,Low,4.94,Medium (3-7 km),Non-Peak,27.5,21.4,Delivered,3.2,R118,6.100000000000001,0,0,0,3.2
