order_id,order_date,order_time,order_hour,feature_active,period,zone,delivery_distance_km,distance_bucket,peak_flag,delivery_time_min,promised_eta_min,order_status,customer_rating,rider_id
3971,2024-01-16,2024-01-16 18:27:00,18,Yes,Before,High,0.86,Short (0-3 km),Non-Peak,10.3,13.4,Delivered,5.0,R172
3972,2024-02-12,2024-02-12 16:37:00,16,No,After,High,5.17,Medium (3-7 km),Non-Peak,30.5,23.0,Delivered,3.0,R122
3973,2024-02-11,2024-02-11 09:10:00,9,No,After,High,7.31,Long (7+ km),Non-Peak,37.2,28.2,Delivered,3.7,R013
3974,2024-01-03,2024-01-03 19:51:00,19,Yes,Before,High,5.13,Medium (3-7 km),Peak,27.1,24.2,Delivered,3.4,R128
3975,2024-01-30,2024-01-30 17:25:00,17,Yes,Before,Medium,3.68,Medium (3-7 km),Non-Peak,23.8,19.0,Delivered,4.0,R116
3976,2024-01-09,2024-01-09 19:47:00,19,Yes,Before,Low,6.0,Medium (3-7 km),Peak,30.6,24.4,Delivered,4.3,R081
3977,2024-02-28,2024-02-28 18:55:00,18,No,After,Medium,3.75,Medium (3-7 km),Non-Peak,24.4,19.8,Cancelled,,R043
3978,2024-01-17,2024-01-17 14:31:00,14,Yes,Before,Low,5.59,Medium (3-7 km),Peak,33.8,22.6,Delivered,3.3,R011
3979,2024-02-26,2024-02-26 11:32:00,11,No,After,Medium,6.61,Medium (3-7 km),Non-Peak,32.1,24.8,Delivered,4.8,R052
3980,2024-02-16,2024-02-16 12:02:00,12,No,After,Medium,5.06,Medium (3-7 km),Peak,40.8,22.6,Delivered,3.8,R183
3981,2024-01-22,2024-01-22 19:23:00,19,Yes,Before,High,3.3,Medium (3-7 km),Peak,25.6,17.9,Delivered,4.0,R198
3982,2024-02-22,2024-02-22 22:12:00,22,No,After,High,7.0,Medium (3-7 km),Peak,47.9,27.3,Delivered,3.3,R169
3983,2024-02-24,2024-02-24 18:32:00,18,No,After,High,4.59,Medium (3-7 km),Non-Peak,24.8,23.1,Delivered,3.5,R136
3984,2024-02-07,2024-02-07 17:39:00,17,No,After,High,6.01,Medium (3-7 km),Non-Peak,33.9,24.7,Delivered,3.4,R188
3985,2024-02-21,2024-02-21 09:46:00,9,No,After,Medium,6.14,Medium (3-7 km),Non-Peak,28.0,25.5,Delivered,3.2,R194
3986,2024-01-30,2024-01-30 09:21:00,9,Yes,Before,High,2.5,Short (0-3 km),Non-Peak,18.1,18.0,Delivered,4.4,R017
3987,2024-01-31,2024-01-31 19:26:00,19,No,After,Low,1.9,Short (0-3 km),Peak,30.0,16.8,Delivered,3.5,R156
3988,2024-02-06,2024-02-06 12:20:00,12,No,After,Low,4.54,Medium (3-7 km),Peak,49.3,22.1,Delivered,3.2,R068
3989,2024-01-20,2024-01-20 20:54:00,20,Yes,Before,High,2.04,Short (0-3 km),Peak,16.9,16.9,Delivered,4.3,R149
3990,2024-01-17,2024-01-17 14:00:00,14,Yes,Before,Medium,4.75,Medium (3-7 km),Peak,31.7,21.5,Cancelled,,R116
3991,2024-01-16,2024-01-16 14:27:00,14,Yes,Before,High,12.45,Long (7+ km),Peak,49.6,37.6,Cancelled,,R071
3992,2024-02-04,2024-02-04 19:34:00,19,No,After,Low,6.93,Medium (3-7 km),Peak,37.1,25.7,Cancelled,,R188
3993,2024-02-20,2024-02-20 18:50:00,18,No,After,High,3.42,Medium (3-7 km),Non-Peak,20.9,18.0,Delivered,4.2,R014
3994,2024-02-01,2024-02-01 23:13:00,23,No,After,Medium,6.3,Medium (3-7 km),Non-Peak,39.1,24.3,Delivered,3.2,R200
3995,2024-01-08,2024-01-08 20:59:00,20,Yes,Before,Low,7.11,Long (7+ km),Peak,39.5,26.6,Delivered,4.0,R085
3996,2024-01-12,2024-01-12 16:12:00,16,Yes,Before,High,4.04,Medium (3-7 km),Non-Peak,19.8,19.9,Delivered,4.6,R085
3997,2024-02-11,2024-02-11 12:30:00,12,No,After,High,5.46,Medium (3-7 km),Peak,46.9,23.1,Cancelled,,R192
3998,2024-02-16,2024-02-16 12:42:00,12,No,After,High,3.36,Medium (3-7 km),Peak,27.1,19.1,Delivered,2.9,R042
3999,2024-02-27,2024-02-27 14:46:00,14,No,After,High,4.11,Medium (3-7 km),Peak,38.9,19.8,Cancelled,,R074
4000,2024-01-20,2024-01-20 23:44:00,23,Yes,Before,Medium,7.06,Long (7+ km),Non-Peak,31.4,27.9,Delivered,3.7,R040
4001,2024-02-25,2024-02-25 11:59:00,11,No,After,High,6.79,Medium (3-7 km),Non-Peak,33.9,25.4,Delivered,3.8,R200
4002,2024-02-19,2024-02-19 19:17:00,19,No,After,Low,2.93,Short (0-3 km),Peak,28.9,17.9,Delivered,3.4,R116
4003,2024-01-22,2024-01-22 11:49:00,11,Yes,Before,Low,10.06,Long (7+ km),Non-Peak,40.0,33.9,Delivered,4.5,R131
4004,2024-01-08,2024-01-08 15:39:00,15,Yes,Before,High,5.57,Medium (3-7 km),Non-Peak,25.2,23.8,Delivered,2.6,R024
4005,2024-01-23,2024-01-23 12:51:00,12,Yes,Before,High,6.06,Medium (3-7 km),Peak,28.5,24.2,Delivered,4.0,R186
4006,2024-01-02,2024-01-02 21:39:00,21,Yes,Before,Low,9.4,Long (7+ km),Peak,46.9,32.3,Delivered,3.9,R023
4007,2024-01-05,2024-01-05 11:21:00,11,Yes,Before,High,5.38,Medium (3-7 km),Non-Peak,24.2,23.2,Delivered,4.1,R137
4008,2024-01-13,2024-01-13 15:59:00,15,Yes,Before,Medium,4.3,Medium (3-7 km),Non-Peak,23.6,20.5,Delivered,4.7,R088
4009,2024-02-24,2024-02-24 14:48:00,14,No,After,High,4.11,Medium (3-7 km),Peak,36.0,21.9,Delivered,4.6,R199
4010,2024-02-21,2024-02-21 14:10:00,14,No,After,High,5.57,Medium (3-7 km),Peak,35.6,23.6,Delivered,3.6,R199
4011,2024-02-07,2024-02-07 18:04:00,18,No,After,Low,5.88,Medium (3-7 km),Non-Peak,34.8,24.9,Delivered,4.7,R169
4012,2024-02-29,2024-02-29 21:31:00,21,No,After,Medium,4.2,Medium (3-7 km),Peak,39.1,19.6,Delivered,3.7,R083
4013,2024-02-11,2024-02-11 13:57:00,13,No,After,High,2.55,Short (0-3 km),Peak,31.5,18.5,Delivered,2.8,R001
4014,2024-02-06,2024-02-06 13:42:00,13,No,After,Low,5.9,Medium (3-7 km),Peak,41.4,24.6,Delivered,3.0,R107
4015,2024-02-17,2024-02-17 19:20:00,19,No,After,Low,2.65,Short (0-3 km),Peak,40.7,16.2,Cancelled,,R025
4016,2024-02-08,2024-02-08 16:49:00,16,No,After,High,3.08,Medium (3-7 km),Non-Peak,22.4,19.5,Delivered,4.2,R127
4017,2024-02-05,2024-02-05 23:46:00,23,No,After,Medium,7.39,Long (7+ km),Non-Peak,36.3,26.8,Delivered,4.2,R009
4018,2024-02-20,2024-02-20 19:20:00,19,No,After,High,6.98,Medium (3-7 km),Peak,37.9,27.6,Delivered,3.3,R109
4019,2024-01-19,2024-01-19 09:06:00,9,Yes,Before,High,11.58,Long (7+ km),Non-Peak,41.4,37.8,Delivered,4.1,R036
4020,2024-02-14,2024-02-14 12:24:00,12,No,After,Low,6.64,Medium (3-7 km),Peak,47.0,25.9,Delivered,2.8,R106
4021,2024-01-05,2024-01-05 23:23:00,23,Yes,Before,High,4.25,Medium (3-7 km),Non-Peak,22.5,20.8,Delivered,4.6,R077
4022,2024-01-27,2024-01-27 08:18:00,8,Yes,Before,High,3.86,Medium (3-7 km),Non-Peak,19.4,20.6,Delivered,5.0,R036
4023,2024-02-29,2024-02-29 16:38:00,16,No,After,Low,1.99,Short (0-3 km),Non-Peak,24.2,14.6,Delivered,3.3,R025
4024,2024-01-17,2024-01-17 18:20:00,18,Yes,Before,Low,20.0,Long (7+ km),Non-Peak,67.8,56.2,Delivered,5.0,R055
4025,2024-02-07,2024-02-07 19:14:00,19,No,After,High,2.45,Short (0-3 km),Peak,37.0,16.0,Delivered,3.8,R195
4026,2024-02-05,2024-02-05 18:58:00,18,No,After,Low,2.57,Short (0-3 km),Non-Peak,27.1,18.3,Delivered,4.0,R141
4027,2024-02-29,2024-02-29 17:44:00,17,No,After,Medium,7.51,Long (7+ km),Non-Peak,38.0,28.6,Delivered,4.5,R169
4028,2024-01-20,2024-01-20 11:25:00,11,Yes,Before,Medium,11.91,Long (7+ km),Non-Peak,42.8,36.4,Delivered,3.0,R108
4029,2024-01-06,2024-01-06 17:17:00,17,Yes,Before,Medium,8.92,Long (7+ km),Non-Peak,38.0,30.2,Delivered,4.9,R025
4030,2024-02-07,2024-02-07 08:57:00,8,No,After,High,3.6,Medium (3-7 km),Non-Peak,26.7,18.9,Delivered,3.5,R093
4031,2024-01-26,2024-01-26 16:16:00,16,Yes,Before,High,4.11,Medium (3-7 km),Non-Peak,20.9,19.6,Delivered,3.8,R064
4032,2024-01-06,2024-01-06 13:11:00,13,Yes,Before,Medium,7.74,Long (7+ km),Peak,36.1,28.5,Delivered,4.8,R027
4033,2024-02-10,2024-02-10 19:30:00,19,No,After,High,8.7,Long (7+ km),Peak,49.7,31.8,Delivered,2.8,R044
4034,2024-02-17,2024-02-17 22:55:00,22,No,After,Medium,6.18,Medium (3-7 km),Peak,36.3,25.0,Delivered,2.9,R105
4035,2024-01-01,2024-01-01 18:56:00,18,Yes,Before,High,6.16,Medium (3-7 km),Non-Peak,24.5,26.4,Delivered,4.9,R199
4036,2024-02-23,2024-02-23 12:35:00,12,No,After,High,6.27,Medium (3-7 km),Peak,37.1,25.2,Delivered,3.6,R157
4037,2024-02-12,2024-02-12 14:52:00,14,No,After,Medium,3.77,Medium (3-7 km),Peak,38.3,21.2,Delivered,2.7,R104
4038,2024-02-07,2024-02-07 14:37:00,14,No,After,High,4.44,Medium (3-7 km),Peak,33.0,21.7,Delivered,3.4,R032
4039,2024-02-15,2024-02-15 14:41:00,14,No,After,Medium,2.53,Short (0-3 km),Peak,39.8,15.9,Cancelled,,R030
4040,2024-01-26,2024-01-26 17:47:00,17,Yes,Before,High,4.16,Medium (3-7 km),Non-Peak,19.3,21.8,Delivered,4.2,R048
4041,2024-02-22,2024-02-22 17:07:00,17,No,After,Low,7.12,Long (7+ km),Non-Peak,46.9,26.2,Delivered,3.3,R183
4042,2024-01-03,2024-01-03 12:15:00,12,Yes,Before,Medium,2.43,Short (0-3 km),Peak,23.8,17.6,Delivered,5.0,R176
4043,2024-01-26,2024-01-26 11:13:00,11,Yes,Before,High,3.85,Medium (3-7 km),Non-Peak,22.3,20.9,Delivered,3.6,R001
4044,2024-02-11,2024-02-11 12:07:00,12,No,After,Low,11.35,Long (7+ km),Peak,61.8,37.5,Cancelled,,R028
4045,2024-01-22,2024-01-22 12:09:00,12,Yes,Before,High,8.08,Long (7+ km),Peak,35.1,27.8,Delivered,3.9,R032
4046,2024-02-25,2024-02-25 13:26:00,13,No,After,High,6.8,Medium (3-7 km),Peak,39.5,26.5,Delivered,4.0,R071
4047,2024-01-29,2024-01-29 17:54:00,17,Yes,Before,Medium,6.31,Medium (3-7 km),Non-Peak,30.2,25.0,Delivered,4.0,R091
4048,2024-01-13,2024-01-13 20:54:00,20,Yes,Before,Low,3.47,Medium (3-7 km),Peak,33.8,17.8,Delivered,3.6,R126
4049,2024-01-18,2024-01-18 14:16:00,14,Yes,Before,High,4.71,Medium (3-7 km),Peak,29.9,23.0,Delivered,4.2,R016
4050,2024-02-20,2024-02-20 20:03:00,20,No,After,Medium,6.65,Medium (3-7 km),Peak,38.5,26.0,Delivered,3.1,R053
4051,2024-01-27,2024-01-27 11:18:00,11,Yes,Before,High,1.92,Short (0-3 km),Non-Peak,17.8,17.2,Delivered,3.8,R110
4052,2024-02-19,2024-02-19 08:50:00,8,No,After,Medium,6.96,Medium (3-7 km),Non-Peak,33.3,27.2,Delivered,3.6,R117
4053,2024-01-23,2024-01-23 13:14:00,13,Yes,Before,High,3.15,Medium (3-7 km),Peak,20.7,19.4,Delivered,3.3,R071
4054,2024-02-23,2024-02-23 15:24:00,15,No,After,High,6.22,Medium (3-7 km),Non-Peak,35.1,24.7,Delivered,4.0,R113
4055,2024-02-27,2024-02-27 11:49:00,11,No,After,High,3.01,Medium (3-7 km),Non-Peak,26.9,16.7,Delivered,2.9,R057
4056,2024-02-05,2024-02-05 16:59:00,16,No,After,High,9.56,Long (7+ km),Non-Peak,37.3,32.6,Delivered,3.4,R095
4057,2024-02-03,2024-02-03 12:06:00,12,No,After,High,7.17,Long (7+ km),Peak,37.5,25.8,Delivered,4.0,R080
4058,2024-02-17,2024-02-17 14:04:00,14,No,After,Medium,6.37,Medium (3-7 km),Peak,49.5,25.2,Delivered,3.5,R062
4059,2024-02-27,2024-02-27 13:51:00,13,No,After,High,5.45,Medium (3-7 km),Peak,37.2,23.8,Delivered,4.6,R143
4060,2024-02-24,2024-02-24 17:51:00,17,No,After,Low,6.15,Medium (3-7 km),Non-Peak,38.3,25.9,Delivered,4.4,R161
4061,2024-02-01,2024-02-01 23:00:00,23,No,After,High,3.12,Medium (3-7 km),Non-Peak,22.9,17.1,Cancelled,,R197
4062,2024-02-14,2024-02-14 18:26:00,18,No,After,Medium,1.9,Short (0-3 km),Non-Peak,25.1,17.0,Cancelled,,R050
4063,2024-01-12,2024-01-12 11:19:00,11,Yes,Before,Medium,3.93,Medium (3-7 km),Non-Peak,22.3,19.7,Delivered,4.6,R179
4064,2024-02-21,2024-02-21 12:12:00,12,No,After,Medium,2.1,Short (0-3 km),Peak,32.6,17.6,Delivered,3.4,R155
4065,2024-02-06,2024-02-06 16:06:00,16,No,After,High,2.63,Short (0-3 km),Non-Peak,22.6,16.9,Delivered,3.6,R063
4066,2024-01-21,2024-01-21 09:21:00,9,Yes,Before,High,2.81,Short (0-3 km),Non-Peak,20.0,17.5,Delivered,5.0,R137
4067,2024-01-22,2024-01-22 15:27:00,15,Yes,Before,Low,9.26,Long (7+ km),Non-Peak,40.1,32.8,Cancelled,,R020
4068,2024-01-07,2024-01-07 16:08:00,16,Yes,Before,High,1.85,Short (0-3 km),Non-Peak,14.5,15.9,Delivered,3.4,R053
4069,2024-01-30,2024-01-30 14:47:00,14,Yes,Before,High,4.64,Medium (3-7 km),Peak,27.7,20.3,Delivered,4.3,R141
4070,2024-01-29,2024-01-29 18:14:00,18,Yes,Before,Medium,6.26,Medium (3-7 km),Non-Peak,28.3,24.1,Delivered,3.9,R025
4071,2024-01-03,2024-01-03 12:58:00,12,Yes,Before,Medium,8.02,Long (7+ km),Peak,38.6,28.7,Delivered,4.6,R072
4072,2024-02-11,2024-02-11 17:28:00,17,No,After,Low,4.74,Medium (3-7 km),Non-Peak,27.5,23.2,Delivered,4.7,R061
4073,2024-02-09,2024-02-09 11:51:00,11,No,After,High,6.14,Medium (3-7 km),Non-Peak,31.7,25.0,Delivered,4.6,R192
4074,2024-02-10,2024-02-10 21:15:00,21,No,After,High,2.41,Short (0-3 km),Peak,32.5,16.5,Delivered,3.9,R139
4075,2024-01-11,2024-01-11 17:44:00,17,Yes,Before,Medium,8.43,Long (7+ km),Non-Peak,34.6,30.2,Delivered,3.8,R126
4076,2024-02-22,2024-02-22 23:50:00,23,No,After,High,4.53,Medium (3-7 km),Non-Peak,32.0,21.8,Delivered,3.6,R023
4077,2024-02-02,2024-02-02 17:59:00,17,No,After,Medium,2.07,Short (0-3 km),Non-Peak,24.3,14.7,Cancelled,,R179
4078,2024-01-23,2024-01-23 21:48:00,21,Yes,Before,High,3.3,Medium (3-7 km),Peak,23.0,17.9,Delivered,3.5,R007
4079,2024-02-17,2024-02-17 10:40:00,10,No,After,Medium,3.28,Medium (3-7 km),Non-Peak,25.6,20.0,Delivered,4.5,R050
4080,2024-01-12,2024-01-12 19:14:00,19,Yes,Before,Medium,7.93,Long (7+ km),Peak,41.9,27.9,Delivered,2.9,R051
4081,2024-02-22,2024-02-22 12:08:00,12,No,After,High,6.86,Medium (3-7 km),Peak,32.6,25.3,Delivered,3.2,R116
4082,2024-01-15,2024-01-15 17:02:00,17,Yes,Before,High,5.73,Medium (3-7 km),Non-Peak,23.5,23.8,Delivered,4.2,R053
4083,2024-01-24,2024-01-24 17:56:00,17,Yes,Before,Medium,4.06,Medium (3-7 km),Non-Peak,22.9,21.4,Delivered,3.8,R111
4084,2024-01-10,2024-01-10 18:53:00,18,Yes,Before,Low,10.86,Long (7+ km),Non-Peak,43.0,36.4,Delivered,3.5,R002
4085,2024-01-11,2024-01-11 13:34:00,13,Yes,Before,High,8.38,Long (7+ km),Peak,34.1,30.7,Delivered,3.4,R108
4086,2024-01-07,2024-01-07 10:10:00,10,Yes,Before,High,3.2,Medium (3-7 km),Non-Peak,19.6,19.2,Delivered,3.8,R028
4087,2024-01-28,2024-01-28 12:52:00,12,Yes,Before,High,4.26,Medium (3-7 km),Peak,26.7,20.2,Delivered,4.0,R183
4088,2024-02-05,2024-02-05 20:33:00,20,No,After,Low,3.53,Medium (3-7 km),Peak,36.0,19.0,Delivered,4.3,R150
4089,2024-01-22,2024-01-22 20:10:00,20,Yes,Before,Low,8.77,Long (7+ km),Peak,40.0,30.0,Delivered,4.5,R170
4090,2024-02-06,2024-02-06 12:28:00,12,No,After,High,2.66,Short (0-3 km),Peak,38.2,18.8,Delivered,3.5,R114
4091,2024-01-18,2024-01-18 13:38:00,13,Yes,Before,High,1.77,Short (0-3 km),Peak,18.6,16.2,Delivered,4.4,R198
4092,2024-02-23,2024-02-23 08:25:00,8,No,After,High,4.08,Medium (3-7 km),Non-Peak,28.4,19.7,Delivered,2.7,R120
4093,2024-02-29,2024-02-29 10:37:00,10,No,After,High,10.68,Long (7+ km),Non-Peak,39.3,34.5,Delivered,3.8,R014
4094,2024-01-15,2024-01-15 18:34:00,18,Yes,Before,Low,3.4,Medium (3-7 km),Non-Peak,26.7,19.8,Delivered,4.5,R123
4095,2024-01-26,2024-01-26 21:37:00,21,Yes,Before,Medium,4.76,Medium (3-7 km),Peak,29.6,22.2,Delivered,4.2,R014
4096,2024-02-03,2024-02-03 12:56:00,12,No,After,High,9.08,Long (7+ km),Peak,53.7,30.3,Cancelled,,R013
4097,2024-02-02,2024-02-02 20:34:00,20,No,After,Low,4.61,Medium (3-7 km),Peak,49.1,21.9,Delivered,3.0,R142
4098,2024-01-06,2024-01-06 13:34:00,13,Yes,Before,High,8.48,Long (7+ km),Peak,31.8,30.8,Delivered,4.6,R141
4099,2024-01-09,2024-01-09 19:02:00,19,Yes,Before,High,4.79,Medium (3-7 km),Peak,30.4,22.6,Delivered,5.0,R053
4100,2024-01-09,2024-01-09 19:14:00,19,Yes,Before,Medium,4.43,Medium (3-7 km),Peak,28.0,20.8,Delivered,4.0,R038
4101,2024-02-09,2024-02-09 14:27:00,14,No,After,Medium,2.12,Short (0-3 km),Peak,37.5,16.2,Delivered,3.5,R189
4102,2024-02-18,2024-02-18 13:10:00,13,No,After,Medium,7.88,Long (7+ km),Peak,56.6,27.6,Delivered,3.5,R087
4103,2024-01-02,2024-01-02 09:00:00,9,Yes,Before,Medium,2.45,Short (0-3 km),Non-Peak,19.4,18.3,Delivered,3.9,R177
4104,2024-01-02,2024-01-02 20:46:00,20,Yes,Before,High,6.86,Medium (3-7 km),Peak,34.0,25.1,Delivered,4.3,R194
4105,2024-02-17,2024-02-17 19:37:00,19,No,After,High,3.92,Medium (3-7 km),Peak,40.7,20.5,Delivered,3.7,R124
4106,2024-02-21,2024-02-21 10:50:00,10,No,After,Low,2.79,Short (0-3 km),Non-Peak,23.0,17.6,Delivered,3.8,R015
4107,2024-02-20,2024-02-20 17:38:00,17,No,After,High,7.11,Long (7+ km),Non-Peak,39.5,27.4,Delivered,4.0,R091
4108,2024-01-21,2024-01-21 14:07:00,14,Yes,Before,Medium,3.86,Medium (3-7 km),Peak,24.6,21.1,Delivered,4.3,R075
4109,2024-02-18,2024-02-18 13:10:00,13,No,After,High,3.91,Medium (3-7 km),Peak,32.0,19.0,Delivered,4.0,R154
4110,2024-02-12,2024-02-12 17:30:00,17,No,After,High,3.66,Medium (3-7 km),Non-Peak,27.4,19.2,Delivered,4.5,R197
4111,2024-01-05,2024-01-05 11:52:00,11,Yes,Before,Medium,6.28,Medium (3-7 km),Non-Peak,27.8,25.3,Delivered,4.4,R011
4112,2024-01-21,2024-01-21 14:02:00,14,Yes,Before,Medium,3.19,Medium (3-7 km),Peak,24.4,17.7,Delivered,5.0,R012
4113,2024-02-08,2024-02-08 09:42:00,9,No,After,High,13.52,Long (7+ km),Non-Peak,48.4,40.9,Delivered,2.7,R089
4114,2024-02-10,2024-02-10 13:23:00,13,No,After,Medium,6.38,Medium (3-7 km),Peak,42.8,25.3,Delivered,3.5,R039
4115,2024-01-26,2024-01-26 14:07:00,14,Yes,Before,High,3.42,Medium (3-7 km),Peak,16.0,19.1,Delivered,4.4,R069
4116,2024-02-02,2024-02-02 12:20:00,12,No,After,High,1.65,Short (0-3 km),Peak,32.8,14.6,Cancelled,,R080
4117,2024-02-22,2024-02-22 11:36:00,11,No,After,High,2.17,Short (0-3 km),Non-Peak,24.7,15.8,Cancelled,,R183
4118,2024-01-03,2024-01-03 17:03:00,17,Yes,Before,High,6.79,Medium (3-7 km),Non-Peak,27.5,26.5,Delivered,5.0,R155
4119,2024-02-24,2024-02-24 17:29:00,17,No,After,Medium,4.75,Medium (3-7 km),Non-Peak,27.9,22.0,Delivered,3.9,R005
4120,2024-02-19,2024-02-19 17:40:00,17,No,After,Low,3.64,Medium (3-7 km),Non-Peak,29.6,20.5,Delivered,4.5,R135
4121,2024-01-12,2024-01-12 11:03:00,11,Yes,Before,High,5.31,Medium (3-7 km),Non-Peak,24.8,22.4,Delivered,4.5,R032
4122,2024-02-25,2024-02-25 14:53:00,14,No,After,Medium,4.49,Medium (3-7 km),Peak,40.7,21.3,Delivered,2.5,R136
4123,2024-02-17,2024-02-17 08:40:00,8,No,After,Medium,3.31,Medium (3-7 km),Non-Peak,31.0,19.1,Delivered,3.5,R165
4124,2024-01-12,2024-01-12 16:30:00,16,Yes,Before,High,2.78,Short (0-3 km),Non-Peak,16.6,18.8,Delivered,2.7,R133
4125,2024-01-13,2024-01-13 14:48:00,14,Yes,Before,High,1.86,Short (0-3 km),Peak,20.7,14.6,Delivered,5.0,R103
4126,2024-01-18,2024-01-18 12:43:00,12,Yes,Before,High,6.78,Medium (3-7 km),Peak,32.7,26.0,Delivered,4.9,R159
4127,2024-02-13,2024-02-13 13:10:00,13,No,After,Medium,4.34,Medium (3-7 km),Peak,35.6,20.3,Delivered,3.1,R171
4128,2024-02-16,2024-02-16 13:19:00,13,No,After,High,5.36,Medium (3-7 km),Peak,37.5,23.9,Delivered,2.4,R108
4129,2024-02-18,2024-02-18 18:23:00,18,No,After,Medium,6.7,Medium (3-7 km),Non-Peak,34.6,27.1,Delivered,4.0,R111
4130,2024-01-14,2024-01-14 11:49:00,11,Yes,Before,High,3.82,Medium (3-7 km),Non-Peak,21.2,20.6,Delivered,5.0,R011
4131,2024-02-22,2024-02-22 14:40:00,14,No,After,High,2.68,Short (0-3 km),Peak,45.1,16.4,Delivered,2.6,R193
4132,2024-01-24,2024-01-24 18:55:00,18,Yes,Before,Low,5.1,Medium (3-7 km),Non-Peak,31.1,22.6,Delivered,4.1,R059
4133,2024-02-16,2024-02-16 18:21:00,18,No,After,Medium,2.78,Short (0-3 km),Non-Peak,28.2,17.0,Delivered,2.8,R050
4134,2024-02-25,2024-02-25 21:01:00,21,No,After,Medium,4.13,Medium (3-7 km),Peak,41.0,22.0,Delivered,4.2,R079
4135,2024-01-27,2024-01-27 19:55:00,19,Yes,Before,High,6.22,Medium (3-7 km),Peak,27.7,25.8,Delivered,4.2,R136
4136,2024-02-02,2024-02-02 21:01:00,21,No,After,Medium,3.61,Medium (3-7 km),Peak,26.7,20.2,Delivered,3.4,R095
4137,2024-01-16,2024-01-16 16:32:00,16,Yes,Before,Medium,4.69,Medium (3-7 km),Non-Peak,25.6,23.3,Delivered,3.9,R071
4138,2024-01-22,2024-01-22 18:08:00,18,Yes,Before,High,6.14,Medium (3-7 km),Non-Peak,25.9,24.3,Delivered,3.9,R016
4139,2024-02-13,2024-02-13 18:02:00,18,No,After,High,4.74,Medium (3-7 km),Non-Peak,24.6,22.5,Delivered,3.6,R075
4140,2024-01-16,2024-01-16 12:13:00,12,Yes,Before,High,3.65,Medium (3-7 km),Peak,21.5,18.6,Delivered,4.2,R091
4141,2024-01-13,2024-01-13 19:16:00,19,Yes,Before,Medium,13.0,Long (7+ km),Peak,48.7,40.4,Delivered,4.3,R032
4142,2024-01-26,2024-01-26 18:51:00,18,Yes,Before,High,4.08,Medium (3-7 km),Non-Peak,22.9,21.3,Delivered,3.3,R025
4143,2024-02-15,2024-02-15 17:33:00,17,No,After,High,7.53,Long (7+ km),Non-Peak,36.1,27.8,Delivered,4.0,R032
4144,2024-02-04,2024-02-04 09:12:00,9,No,After,High,7.23,Long (7+ km),Non-Peak,32.7,28.4,Delivered,2.8,R174
4145,2024-01-13,2024-01-13 15:08:00,15,Yes,Before,High,4.85,Medium (3-7 km),Non-Peak,23.6,23.5,Delivered,4.5,R058
4146,2024-01-03,2024-01-03 20:54:00,20,Yes,Before,High,6.13,Medium (3-7 km),Peak,31.2,25.6,Delivered,4.1,R022
4147,2024-02-28,2024-02-28 18:48:00,18,No,After,Medium,4.48,Medium (3-7 km),Non-Peak,35.3,22.0,Delivered,2.8,R084
4148,2024-01-25,2024-01-25 10:32:00,10,Yes,Before,Low,5.23,Medium (3-7 km),Non-Peak,29.6,22.2,Delivered,4.5,R185
4149,2024-02-25,2024-02-25 16:00:00,16,No,After,High,3.99,Medium (3-7 km),Non-Peak,30.4,20.5,Delivered,2.8,R007
4150,2024-02-21,2024-02-21 09:06:00,9,No,After,High,9.01,Long (7+ km),Non-Peak,36.8,30.0,Delivered,4.4,R141
4151,2024-01-09,2024-01-09 19:33:00,19,Yes,Before,Low,5.74,Medium (3-7 km),Peak,36.6,24.6,Delivered,3.7,R097
4152,2024-01-22,2024-01-22 15:44:00,15,Yes,Before,High,7.15,Long (7+ km),Non-Peak,27.1,28.7,Delivered,4.4,R153
4153,2024-01-08,2024-01-08 22:58:00,22,Yes,Before,High,14.08,Long (7+ km),Peak,50.4,42.0,Cancelled,,R159
4154,2024-02-13,2024-02-13 12:23:00,12,No,After,Medium,4.31,Medium (3-7 km),Peak,39.8,22.3,Delivered,4.4,R015
4155,2024-01-05,2024-01-05 13:04:00,13,Yes,Before,Low,2.79,Short (0-3 km),Peak,31.1,17.7,Delivered,4.4,R164
4156,2024-02-19,2024-02-19 17:06:00,17,No,After,Medium,4.03,Medium (3-7 km),Non-Peak,23.5,21.6,Delivered,3.2,R102
4157,2024-02-03,2024-02-03 15:53:00,15,No,After,High,3.72,Medium (3-7 km),Non-Peak,27.1,18.4,Delivered,3.8,R105
4158,2024-01-13,2024-01-13 11:46:00,11,Yes,Before,High,8.51,Long (7+ km),Non-Peak,35.3,30.8,Delivered,4.2,R155
4159,2024-02-02,2024-02-02 11:15:00,11,No,After,High,3.48,Medium (3-7 km),Non-Peak,24.3,18.9,Delivered,2.6,R108
4160,2024-01-05,2024-01-05 10:59:00,10,Yes,Before,High,4.25,Medium (3-7 km),Non-Peak,22.7,22.2,Delivered,3.4,R188
4161,2024-01-19,2024-01-19 11:34:00,11,Yes,Before,High,5.51,Medium (3-7 km),Non-Peak,26.0,22.3,Delivered,4.0,R094
4162,2024-02-10,2024-02-10 08:50:00,8,No,After,High,3.29,Medium (3-7 km),Non-Peak,30.0,17.6,Delivered,3.6,R102
4163,2024-01-28,2024-01-28 14:50:00,14,Yes,Before,Medium,5.63,Medium (3-7 km),Peak,34.2,23.1,Delivered,4.4,R025
